,company,max(high)
0,AAPL,325.9800109863281
1,AMZN,2185.10009765625
2,BAC,35.08000183105469
3,FB,218.77000427246094
4,MSFT,188.17999267578125
5,T,38.68000030517578
6,TSLA,944.780029296875
