,Date,company,max(high)
0,2020-02-14 00:00:00.000000,AAPL,325.9800109863281
1,2020-02-19 00:00:00.000000,AMZN,2185.10009765625
2,2020-02-20 00:00:00.000000,BAC,35.08000183105469
3,2020-02-20 00:00:00.000000,FB,218.77000427246094
4,2020-02-19 00:00:00.000000,MSFT,188.17999267578125
5,2020-02-21 00:00:00.000000,T,38.68000030517578
6,2020-02-19 00:00:00.000000,TSLA,944.780029296875
